id,value
starting,
starting.Amino Acids, Peptides, and Proteins,D12
starting.Amino Acids, Peptides, and Proteins.Amino Acids,D12.125
starting.Amino Acids, Peptides, and Proteins.Amino Acids.Alanine,D12.125.042
starting.Amino Acids, Peptides, and Proteins.Amino Acids.Alanine.Lysinoalanine,D12.125.042.475
starting.Amino Acids, Peptides, and Proteins.Amino Acids.Alanine.Mimosine,D12.125.042.500
starting.Amino Acids, Peptides, and Proteins.Amino Acids.Alanine.beta-Alanine,D12.125.042.070
starting.Amino Acids, Peptides, and Proteins.Amino Acids.Alanine.beta-Alanine.Pantothenic Acid,D12.125.042.070.500
starting.Amino Acids, Peptides, and Proteins.Amino Acids.Amino Acid Chloromethyl Ketones,D12.125.065
